# decision options: KEEP, CREATE, EXPAND, MERGE, RENAME, DELETE, ADD_TO_BLUEPRINT
source,tab,position,blueprint_name,blueprint_type,blueprint_phase,repo_file,status,word_count,has_title,has_description,brand_violations,decision,notes
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/delegators.mdx,STUB,2,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/end-users.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/gateways.mdx,STUB,2,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/orchestrators.mdx,STUB,2,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/README.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-governance.mdx,STUB,15,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/livepeer-whitepaper.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/README.mdx,EXISTS,119,true,false,deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/technical-overview.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/livepeer-token-economics.mdx,EXISTS,189,true,false,deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/moved-to-about-livepeer-protocol/technical-roadmap.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/quickstart/video/video-streaming-101.mdx,PLACEHOLDER,952,true,true,deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/technical-references/apis.mdx,EXISTS,82,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/technical-references/awesome-livepeer.mdx,STUB,21,true,false,,,
